Confirmation Code,Student First Name,Student Middle Name,Student Last Name,Student Birthday,Student Gender,Student Street Address 1,Student Street Address 2,Student City,Student ZIP Code,Contact 1 First Name,Contact 1 Last Name,Contact 1 Phone,Contact 1 Email,Contact 1 Relationship,Contact 2 First Name,Contact 2 Last Name,Contact 2 Phone,Contact 2 Email,Contact 2 Relationship,Household Members,Household Monthly Income,Schools Applied
336,StudentFirst336,StudentMiddle336,StudentLast336,4/14/2010,Male,458 Fake St,,West Warwick,02278,ContactFirst336,ContactLast336,401-123-4902,123@gt-fake-email.edu.org,Father,,,,,,3,2425,West Warwick - CHILD Inc.;
337,StudentFirst337,StudentMiddle337,StudentLast337,4/2/2010,Male,459 Fake St,,Cranston,02279,ContactFirst337,ContactLast337,401-123-4903,123@gt-fake-email.edu.org,Mother,,,,,,4,3051,Cranston - Comprehensive Community Action Program (CCAP);
338,StudentFirst338,StudentMiddle338,StudentLast338,4/14/2010,Male,460 Fake St,,Pawtucket,02280,ContactFirst338,ContactLast338,401-123-4904,123@gt-fake-email.edu.org,Father,,,,,,5,3051,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
339,StudentFirst339,StudentMiddle339,StudentLast339,10/15/2009,Male,461 Fake St,,Warwick,02281,ContactFirst339,ContactLast339,401-123-4905,123@gt-fake-email.edu.org,Mother,,,,,,3,3677,Warwick - Westbay Community Action Children's Center;
340,StudentFirst340,StudentMiddle340,StudentLast340,10/26/2009,Male,462 Fake St,,Pawtucket,02282,ContactFirst340,ContactLast340,401-123-4906,123@gt-fake-email.edu.org,Mother,,,,,,2,4928,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
341,StudentFirst341,StudentMiddle341,StudentLast341,3/23/2010,Female,463 Fake St,,Providence,02283,ContactFirst341,ContactLast341,401-123-4907,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Providence - Smith Hill Early Childhood Learning Center;
342,StudentFirst342,StudentMiddle342,StudentLast342,3/31/2010,Male,464 Fake St,,West Warwick,02284,ContactFirst342,ContactLast342,401-123-4908,123@gt-fake-email.edu.org,Mother,,,,,,6,6806,West Warwick - CHILD Inc.;
343,StudentFirst343,StudentMiddle343,StudentLast343,4/9/2010,Male,465 Fake St,,Providence,02285,ContactFirst343,ContactLast343,401-123-4909,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Providence - Beautiful Beginnings;Providence - Smith Hill Early Childhood Learning Center;
344,StudentFirst344,StudentMiddle344,StudentLast344,1/16/2010,Male,466 Fake St,,Providence,02286,ContactFirst344,ContactLast344,401-123-4910,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
345,StudentFirst345,StudentMiddle345,StudentLast345,3/23/2010,Male,467 Fake St,,Cranston,02287,ContactFirst345,ContactLast345,401-123-4911,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Cranston - Comprehensive Community Action Program (CCAP);
346,StudentFirst346,StudentMiddle346,StudentLast346,8/10/2010,Female,468 Fake St,,Newport,02288,ContactFirst346,ContactLast346,401-123-4912,123@gt-fake-email.edu.org,Mother,,,,,,7,3051,Newport - East Bay Community Action Head Start;
347,StudentFirst347,StudentMiddle347,StudentLast347,5/22/2010,Male,469 Fake St,,Warwick,02289,ContactFirst347,ContactLast347,401-123-4913,123@gt-fake-email.edu.org,Mother,,,,,,4,6806,Warwick - CHILD Inc.;Warwick - Westbay Community Action Children's Center;
348,StudentFirst348,StudentMiddle348,StudentLast348,5/22/2010,Male,470 Fake St,,Warwick,02290,ContactFirst348,ContactLast348,401-123-4914,123@gt-fake-email.edu.org,Mother,,,,,,4,6806,Warwick - Westbay Community Action Children's Center;
349,StudentFirst349,StudentMiddle349,StudentLast349,7/20/2010,Female,471 Fake St,,Warwick,02291,ContactFirst349,ContactLast349,401-123-4915,123@gt-fake-email.edu.org,Mother,,,,,,4,6806,Warwick - CHILD Inc.;Warwick - Imagine Preschool at CCRI Knight Campus;Warwick - Westbay Community Action Children's Center;
350,StudentFirst350,StudentMiddle350,StudentLast350,9/1/2010,Female,472 Fake St,,Providence,02292,ContactFirst350,ContactLast350,401-123-4916,123@gt-fake-email.edu.org,Mother,,,,,,8,3677,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
351,StudentFirst351,StudentMiddle351,StudentLast351,9/11/2009,Male,473 Fake St,,Newport,02293,ContactFirst351,ContactLast351,401-123-4917,123@gt-fake-email.edu.org,Father,,,,,,4,6806,Newport - East Bay Community Action Head Start;
352,StudentFirst352,StudentMiddle352,StudentLast352,5/2/2010,Female,474 Fake St,,Warwick,02294,ContactFirst352,ContactLast352,401-123-4918,123@gt-fake-email.edu.org,Mother,,,,,,6,6806,Warwick - Westbay Community Action Children's Center;
353,StudentFirst353,StudentMiddle353,StudentLast353,6/12/2010,Male,475 Fake St,,Cranston,02295,ContactFirst353,ContactLast353,401-123-4919,123@gt-fake-email.edu.org,Mother,,,,,,7,3051,Cranston - Comprehensive Community Action Program (CCAP);
354,StudentFirst354,StudentMiddle354,StudentLast354,7/28/2010,Female,476 Fake St,,Providence,02296,ContactFirst354,ContactLast354,401-123-4920,123@gt-fake-email.edu.org,Mother,,,,,,7,3677,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
355,StudentFirst355,StudentMiddle355,StudentLast355,2/18/2010,Male,477 Fake St,,Pawtucket,02297,ContactFirst355,ContactLast355,401-123-4921,123@gt-fake-email.edu.org,Mother,,,,,,2,2425,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
356,StudentFirst356,StudentMiddle356,StudentLast356,6/7/2010,Female,478 Fake St,,Providence,02298,ContactFirst356,ContactLast356,401-123-4922,123@gt-fake-email.edu.org,Mother,,,,,,2,2425,Providence - Smith Hill Early Childhood Learning Center;
357,StudentFirst357,StudentMiddle357,StudentLast357,6/23/2010,Female,479 Fake St,,Providence,02299,ContactFirst357,ContactLast357,401-123-4923,123@gt-fake-email.edu.org,Mother,,,,,,2,2425,Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
358,StudentFirst358,StudentMiddle358,StudentLast358,7/15/2010,Male,480 Fake St,,Cranston,02300,ContactFirst358,ContactLast358,401-123-4924,123@gt-fake-email.edu.org,Father,,,,,,4,6806,Cranston - Comprehensive Community Action Program (CCAP);
359,StudentFirst359,StudentMiddle359,StudentLast359,2/25/2010,Male,481 Fake St,,Warwick,02301,ContactFirst359,ContactLast359,401-123-4925,123@gt-fake-email.edu.org,Mother,,,,,,4,7432,Warwick - CHILD Inc.;Warwick - Imagine Preschool at CCRI Knight Campus;Warwick - Westbay Community Action Children's Center;
360,StudentFirst360,StudentMiddle360,StudentLast360,12/3/2009,Female,482 Fake St,,West Warwick,02302,ContactFirst360,ContactLast360,401-123-4926,123@gt-fake-email.edu.org,Mother,,,,,,4,5554,West Warwick - CHILD Inc.;
361,StudentFirst361,StudentMiddle361,StudentLast361,5/24/3010,Female,483 Fake St,,Newport,02303,ContactFirst361,ContactLast361,401-123-4927,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Newport - East Bay Community Action Head Start;
362,StudentFirst362,StudentMiddle362,StudentLast362,11/5/2005,Male,484 Fake St,,Woonsocket,02304,ContactFirst362,ContactLast362,401-123-4928,123@gt-fake-email.edu.org,Mother,,,,,,5,3051,Woonsocket - Woonsocket Head Start Child Development Association;
363,StudentFirst363,StudentMiddle363,StudentLast363,5/27/2010,Female,485 Fake St,,Cranston,02305,ContactFirst363,ContactLast363,401-123-4929,123@gt-fake-email.edu.org,Mother,,,,,,3,3677,Cranston - Comprehensive Community Action Program (CCAP);
364,StudentFirst364,StudentMiddle364,StudentLast364,4/10/2010,Female,486 Fake St,,Pawtucket,02306,ContactFirst364,ContactLast364,401-123-4930,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
365,StudentFirst365,StudentMiddle365,StudentLast365,7/29/2010,Female,487 Fake St,,Providence,02307,ContactFirst365,ContactLast365,401-123-4931,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;
366,StudentFirst366,StudentMiddle366,StudentLast366,11/24/2009,Male,488 Fake St,,Providence,02308,ContactFirst366,ContactLast366,401-123-4932,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
367,StudentFirst367,StudentMiddle367,StudentLast367,7/22/2010,Female,489 Fake St,,Providence,02309,ContactFirst367,ContactLast367,401-123-4933,123@gt-fake-email.edu.org,Mother,,,,,,2,2425,Providence - Beautiful Beginnings;
368,StudentFirst368,StudentMiddle368,StudentLast368,11/15/2009,Female,490 Fake St,,Pawtucket,02310,ContactFirst368,ContactLast368,401-123-4934,123@gt-fake-email.edu.org,Mother,,,,,,2,2425,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
369,StudentFirst369,StudentMiddle369,StudentLast369,2/6/2010,Male,491 Fake St,,Pawtucket,02311,ContactFirst369,ContactLast369,401-123-4935,123@gt-fake-email.edu.org,Mother,,,,,,4,3051,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
370,StudentFirst370,StudentMiddle370,StudentLast370,10/13/2009,Male,492 Fake St,,Newport,02312,ContactFirst370,ContactLast370,401-123-4936,123@gt-fake-email.edu.org,Mother,,,,,,5,2425,Newport - East Bay Community Action Head Start;
371,StudentFirst371,StudentMiddle371,StudentLast371,10/15/2009,Female,493 Fake St,,Warwick,02313,ContactFirst371,ContactLast371,401-123-4937,123@gt-fake-email.edu.org,Mother,,,,,,5,4928,Warwick - CHILD Inc.;Warwick - Imagine Preschool at CCRI Knight Campus;Warwick - Westbay Community Action Children's Center;
372,StudentFirst372,StudentMiddle372,StudentLast372,3/8/2010,Female,494 Fake St,,Warwick,02314,ContactFirst372,ContactLast372,401-123-4938,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Warwick - CHILD Inc.;
373,StudentFirst373,StudentMiddle373,StudentLast373,7/9/2010,Male,495 Fake St,,Newport,02315,ContactFirst373,ContactLast373,401-123-4939,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Newport - East Bay Community Action Head Start;
374,StudentFirst374,StudentMiddle374,StudentLast374,6/25/2010,Female,496 Fake St,,Cranston,02316,ContactFirst374,ContactLast374,401-123-4940,123@gt-fake-email.edu.org,Mother,,,,,,6,4928,Cranston - Comprehensive Community Action Program (CCAP);
375,StudentFirst375,StudentMiddle375,StudentLast375,12/12/2009,Male,497 Fake St,,Warwick,02317,ContactFirst375,ContactLast375,401-123-4941,123@gt-fake-email.edu.org,Mother,,,,,,2,2425,Warwick - Imagine Preschool at CCRI Knight Campus;Warwick - Westbay Community Action Children's Center;
376,StudentFirst376,StudentMiddle376,StudentLast376,8/16/2010,Female,498 Fake St,,West Warwick,02318,ContactFirst376,ContactLast376,401-123-4942,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,West Warwick - CHILD Inc.;
377,StudentFirst377,StudentMiddle377,StudentLast377,7/26/2010,Female,499 Fake St,,Warwick,02319,ContactFirst377,ContactLast377,401-123-4943,123@gt-fake-email.edu.org,Mother,,,,,,5,4302,Warwick - CHILD Inc.;Warwick - Westbay Community Action Children's Center;
378,StudentFirst378,StudentMiddle378,StudentLast378,8/5/2010,Male,500 Fake St,,Cranston,02320,ContactFirst378,ContactLast378,401-123-4944,123@gt-fake-email.edu.org,Father,,,,,,4,6806,Cranston - Comprehensive Community Action Program (CCAP);
379,StudentFirst379,StudentMiddle379,StudentLast379,11/7/2009,Male,501 Fake St,,Providence,02321,ContactFirst379,ContactLast379,401-123-4945,123@gt-fake-email.edu.org,Mother,,,,,,2,2425,Providence - Beautiful Beginnings;
380,StudentFirst380,StudentMiddle380,StudentLast380,8/26/2010,Female,502 Fake St,,Newport,02322,ContactFirst380,ContactLast380,401-123-4946,123@gt-fake-email.edu.org,Mother,,,,,,5,2425,Newport - East Bay Community Action Head Start;
381,StudentFirst381,StudentMiddle381,StudentLast381,9/18/2009,Male,503 Fake St,,Pawtucket,02323,ContactFirst381,ContactLast381,401-123-4947,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
382,StudentFirst382,StudentMiddle382,StudentLast382,1/7/2010,Male,504 Fake St,,West Warwick,02324,ContactFirst382,ContactLast382,401-123-4948,123@gt-fake-email.edu.org,Mother,,,,,,5,2425,West Warwick - CHILD Inc.;
383,StudentFirst383,StudentMiddle383,StudentLast383,11/12/2009,Male,505 Fake St,,West Warwick,02325,ContactFirst383,ContactLast383,401-123-4949,123@gt-fake-email.edu.org,Father,,,,,,3,6806,West Warwick - CHILD Inc.;
384,StudentFirst384,StudentMiddle384,StudentLast384,4/23/2010,Male,506 Fake St,,Cranston,02326,ContactFirst384,ContactLast384,401-123-4950,123@gt-fake-email.edu.org,Mother,,,,,,2,2425,Cranston - Comprehensive Community Action Program (CCAP);
385,StudentFirst385,StudentMiddle385,StudentLast385,3/16/2010,Male,507 Fake St,,Woonsocket,02327,ContactFirst385,ContactLast385,401-123-4951,123@gt-fake-email.edu.org,Father,,,,,,8,5554,Woonsocket - Woonsocket Head Start Child Development Association;
386,StudentFirst386,StudentMiddle386,StudentLast386,8/3/2010,Male,508 Fake St,,West Warwick,02328,ContactFirst386,ContactLast386,401-123-4952,123@gt-fake-email.edu.org,Mother,,,,,,5,6806,West Warwick - CHILD Inc.;
387,StudentFirst387,StudentMiddle387,StudentLast387,4/17/2010,Male,509 Fake St,,Warwick,02329,ContactFirst387,ContactLast387,401-123-4953,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Warwick - CHILD Inc.;Warwick - Imagine Preschool at CCRI Knight Campus;Warwick - Westbay Community Action Children's Center;
388,StudentFirst388,StudentMiddle388,StudentLast388,1/5/2010,Male,510 Fake St,,Providence,02330,ContactFirst388,ContactLast388,401-123-4954,123@gt-fake-email.edu.org,Mother,,,,,,2,2425,Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
389,StudentFirst389,StudentMiddle389,StudentLast389,4/19/2010,Male,511 Fake St,,Warwick,02331,ContactFirst389,ContactLast389,401-123-4955,123@gt-fake-email.edu.org,Mother,,,,,,5,6806,Warwick - CHILD Inc.;Warwick - Imagine Preschool at CCRI Knight Campus;Warwick - Westbay Community Action Children's Center;
390,StudentFirst390,StudentMiddle390,StudentLast390,1/11/2010,Female,512 Fake St,,Providence,02332,ContactFirst390,ContactLast390,401-123-4956,123@gt-fake-email.edu.org,Mother,,,,,,5,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
391,StudentFirst391,StudentMiddle391,StudentLast391,2/10/2010,Male,513 Fake St,,Providence,02333,ContactFirst391,ContactLast391,401-123-4957,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
392,StudentFirst392,StudentMiddle392,StudentLast392,5/25/2010,Female,514 Fake St,,Pawtucket,02334,ContactFirst392,ContactLast392,401-123-4958,123@gt-fake-email.edu.org,Mother,,,,,,2,2425,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
393,StudentFirst393,StudentMiddle393,StudentLast393,2/16/2010,Male,515 Fake St,,Newport,02335,ContactFirst393,ContactLast393,401-123-4959,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Newport - East Bay Community Action Head Start;
394,StudentFirst394,StudentMiddle394,StudentLast394,1/5/2010,Female,516 Fake St,,Providence,02336,ContactFirst394,ContactLast394,401-123-4960,123@gt-fake-email.edu.org,Mother,,,,,,6,2425,Providence - Beautiful Beginnings;
395,StudentFirst395,StudentMiddle395,StudentLast395,1/13/2010,Female,517 Fake St,,Providence,02337,ContactFirst395,ContactLast395,401-123-4961,123@gt-fake-email.edu.org,Mother,,,,,,5,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
396,StudentFirst396,StudentMiddle396,StudentLast396,3/19/2007,Male,518 Fake St,,Providence,02338,ContactFirst396,ContactLast396,401-123-4962,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
397,StudentFirst397,StudentMiddle397,StudentLast397,10/15/2009,Male,519 Fake St,,Central Falls,02339,ContactFirst397,ContactLast397,401-123-4963,123@gt-fake-email.edu.org,Mother,,,,,,3,3677,Central Falls - Capt. Hunt Early Learning Center;
398,StudentFirst398,StudentMiddle398,StudentLast398,9/9/2009,Female,520 Fake St,,Providence,02340,ContactFirst398,ContactLast398,401-123-4964,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Providence - Smith Hill Early Childhood Learning Center;
399,StudentFirst399,StudentMiddle399,StudentLast399,8/3/2010,Male,521 Fake St,,Providence,02341,ContactFirst399,ContactLast399,401-123-4965,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;
400,StudentFirst400,StudentMiddle400,StudentLast400,11/25/2009,Male,522 Fake St,,Cranston,02342,ContactFirst400,ContactLast400,401-123-4966,123@gt-fake-email.edu.org,Father,,,,,,6,3051,Cranston - Comprehensive Community Action Program (CCAP);
401,StudentFirst401,StudentMiddle401,StudentLast401,4/28/2010,Male,523 Fake St,,Providence,02343,ContactFirst401,ContactLast401,401-123-4967,123@gt-fake-email.edu.org,Mother,,,,,,2,2425,Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
402,StudentFirst402,StudentMiddle402,StudentLast402,12/13/2009,Male,524 Fake St,,Providence,02344,ContactFirst402,ContactLast402,401-123-4968,123@gt-fake-email.edu.org,Mother,,,,,,9,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
403,StudentFirst403,StudentMiddle403,StudentLast403,4/28/2010,Male,525 Fake St,,Providence,02345,ContactFirst403,ContactLast403,401-123-4969,123@gt-fake-email.edu.org,Mother,,,,,,2,2425,Providence - Smith Hill Early Childhood Learning Center;
404,StudentFirst404,StudentMiddle404,StudentLast404,7/22/2010,Male,526 Fake St,,Woonsocket,02346,ContactFirst404,ContactLast404,401-123-4970,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Woonsocket - Woonsocket Head Start Child Development Association;
405,StudentFirst405,StudentMiddle405,StudentLast405,11/20/2009,Female,527 Fake St,,Cranston,02347,ContactFirst405,ContactLast405,401-123-4971,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Cranston - Comprehensive Community Action Program (CCAP);
